0	0	0.895539
0.1	0	0.0146389
0.2	0	0.00255729
0.3	0	0.000172521
0.4	0	0.000693808
0.5	0	-0.0134276
0.6	0	0.00148373
0	0.1	0.00503487
0.1	0.1	0.00133492
0.2	0.1	-0.00156623
0.3	0.1	-0.00646777
0.4	0.1	-0.00278146
0.5	0.1	-0.00986103
0.6	0.1	0.00409148
0	0.2	0.00201908
0.1	0.2	0.00282513
0.2	0.2	0.0103083
0.3	0.2	-0.00736964
0.4	0.2	-0.00182419
0.5	0.2	0.000801224
0.6	0.2	0.00250222
0	0.3	0.00705473
0.1	0.3	-0.0162757
0.2	0.3	0.00780086
0.3	0.3	0.00015919
0.4	0.3	-0.00365391
0.5	0.3	0.0016069
0.6	0.3	0.00685351
0	0.4	-0.00580525
0.1	0.4	-0.000273323
0.2	0.4	0.00689994
0.3	0.4	-0.00332441
0.4	0.4	-0.00149106
0.5	0.4	-0.00181784
0.6	0.4	0.0104749
0	0.5	0.00560899
0.1	0.5	0.00497503
0.2	0.5	-0.00313162
0.3	0.5	-0.00332859
0.4	0.5	0.0121195
0.5	0.5	0.00358812
0.6	0.5	-0.00486677
0	0.6	0.00867557
0.1	0.6	0.00174467
0.2	0.6	0.00799742
0.3	0.6	-0.0025457
0.4	0.6	-0.00297012
0.5	0.6	0.00391763
0.6	0.6	0.00524802
